method,method_label,problem,candidate_id,generation,strategy,score,area,power,eff_clk_period,g_A,g_P,g_T,active_objectives,is_area_power_front,is_active_objective_front,is_pooled_area_power_front,code_file_path
classic_revolution,T44 Classic,Prob045_alu,11f567cf-80d5-447d-b9f9-ffc33131befb,0,initial,0.387250476378,1845,0.00103,0,0.170786516854,0.990964912281,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t44_t11_runtime_graph_bridge_20260622_114838_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample1_initial/code.sv
classic_revolution,T44 Classic,Prob045_alu,f8448db0-577d-4013-a350-a36b0e50886e,0,initial,0.384615940601,1862,0.00106,0,0.163146067416,0.990701754386,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t44_t11_runtime_graph_bridge_20260622_114838_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample3_initial/code.sv
classic_revolution,T44 Classic,Prob045_alu,d2c54d1a-4209-4dd3-8dc4-851fd1c5564d,0,initial,0.378506472173,1902,0.0011,0,0.145168539326,0.990350877193,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t44_t11_runtime_graph_bridge_20260622_114838_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample4_initial/code.sv
classic_revolution,T44 Classic,Prob045_alu,dd8874ca-fb87-418e-97cd-eea89be45467,0,initial,0.381977790919,1880,0.00104,0,0.155056179775,0.990877192982,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t44_t11_runtime_graph_bridge_20260622_114838_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample6_initial/code.sv
classic_revolution,T44 Classic,Prob045_alu,b962e4bb-eed2-447c-a6eb-a15e5e2fdfe9,0,initial,0.375060779289,1925,0.0011,0,0.134831460674,0.990350877193,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t44_t11_runtime_graph_bridge_20260622_114838_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample9_initial/code.sv
classic_revolution,T44 Classic,Prob045_alu,d1671a3b-b169-47df-8035-bd4062cce219,0,initial,0.383717064196,1868,0.00106,0,0.160449438202,0.990701754386,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t44_t11_runtime_graph_bridge_20260622_114838_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample12_initial/code.sv
classic_revolution,T44 Classic,Prob045_alu,90f2be13-d7c7-4613-8e7c-f19bd0bd47d0,1,M-I,0.372959787108,1940,0.00105,0,0.12808988764,0.990789473684,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t44_t11_runtime_graph_bridge_20260622_114838_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample6_M-I/code.sv
classic_revolution,T44 Classic,Prob045_alu,25cd74ad-3213-4e98-90be-a503fa7678a5,1,M-I,0.392064261778,1814,0.000972,0,0.184719101124,0.991473684211,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t44_t11_runtime_graph_bridge_20260622_114838_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample7_M-I/code.sv
classic_revolution,T44 Classic,Prob045_alu,345947dc-2330-4515-b383-e4aa2e0eb377,1,M-E,0.390126158092,1826,0.00102,0,0.179325842697,0.991052631579,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t44_t11_runtime_graph_bridge_20260622_114838_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample8_M-E/code.sv
classic_revolution,T44 Classic,Prob045_alu,5695fac4-28e7-4aa8-80a1-fdacd5685e24,1,M-S,0.380421184046,1890,0.00106,0,0.150561797753,0.990701754386,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t44_t11_runtime_graph_bridge_20260622_114838_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample9_M-S/code.sv
