method,method_label,problem,candidate_id,generation,strategy,score,area,power,eff_clk_period,g_A,g_P,g_T,active_objectives,is_area_power_front,is_active_objective_front,is_pooled_area_power_front,code_file_path
classic_revolution,T45 Classic,Prob045_alu,432afff3-1ce4-4f61-9a27-3f0b090e6f1b,0,initial,0.375689269991,1921,0.00109,0,0.136629213483,0.990438596491,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample3_initial/code.sv
classic_revolution,T45 Classic,Prob045_alu,05cc884f-0e43-4943-9622-5175d0ff216d,0,initial,0.368651685393,1967,0.00114,0,0.11595505618,0.99,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample7_initial/code.sv
classic_revolution,T45 Classic,Prob045_alu,45f9127e-cd10-45f5-8f03-e65649618eda,0,initial,0.378594191471,1902,0.00107,0,0.145168539326,0.990614035088,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample10_initial/code.sv
classic_revolution,T45 Classic,Prob045_alu,0ca5289e-99f9-49ab-b28b-6ba3eb87ea8f,1,M-I,0.37961002694,1896,0.00103,0,0.147865168539,0.990964912281,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample10_M-I/code.sv
classic_revolution,T45 Classic,Prob045_alu,c6bd10ea-7411-402f-b117-b9849d1e48ca,1,C-F,0.388269235824,1839,0.000989,0,0.173483146067,0.991324561404,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample12_C-F/code.sv
classic_revolution,T45 Classic,Prob045_alu,9dd755c2-2498-47ba-88f0-aa332f7d6f57,2,M-F,0.383454760497,1871,0.000996,0,0.159101123596,0.991263157895,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen2/Prob045_alu_sample6_M-F/code.sv
classic_revolution,T45 Classic,Prob045_alu,ec074628-e3ca-4415-8abe-c4a6242b8932,2,M-S,0.3784700046,1904,0.00101,0,0.144269662921,0.991140350877,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen2/Prob045_alu_sample8_M-S/code.sv
classic_revolution,T45 Classic,Prob045_alu,1f0dd5af-f3dd-4524-b6ef-238d17da0339,2,M-R,0.398966653525,1769,0.000917,0,0.204943820225,0.991956140351,0,area;power,true,true,true,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen2/Prob045_alu_sample11_M-R/code.sv
classic_revolution,T45 Classic,Prob045_alu,03457bd0-e98b-419d-8589-d05f98e9403d,2,M-R,0.397998291609,1774,0.000992,0,0.202696629213,0.991298245614,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen2/Prob045_alu_sample12_M-R/code.sv
classic_revolution,T45 Classic,Prob045_alu,02ffe9df-68df-4d23-9430-92aff06e0c29,3,M-I,0.383169754912,1873,0.000991,0,0.158202247191,0.991307017544,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen3/Prob045_alu_sample3_M-I/code.sv
classic_revolution,T45 Classic,Prob045_alu,e80653ad-1da0-450c-a373-c4a9d9eb531a,3,M-I,0.399293974637,1765,0.00101,0,0.206741573034,0.991140350877,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen3/Prob045_alu_sample4_M-I/code.sv
classic_revolution,T45 Classic,Prob045_alu,2d5b3b4e-deba-4312-9241-9839ca564ab0,3,M-I,0.369963532427,1960,0.00105,0,0.119101123596,0.990789473684,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen3/Prob045_alu_sample5_M-I/code.sv
classic_revolution,T45 Classic,Prob045_alu,84d08128-1cca-4085-9779-2b6eb18c40f9,3,M-E,0.392102963401,1813,0.00101,0,0.185168539326,0.991140350877,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen3/Prob045_alu_sample6_M-E/code.sv
classic_revolution,T45 Classic,Prob045_alu,4d0f3023-c1ef-4517-ad5f-23bc86e6dbe0,3,M-I,0.383114199356,1873,0.00101,0,0.158202247191,0.991140350877,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen3/Prob045_alu_sample7_M-I/code.sv
classic_revolution,T45 Classic,Prob045_alu,9616f956-0d07-40ed-aaa5-d44d8be99f89,3,C-F,0.392986529995,1808,0.000964,0,0.187415730337,0.991543859649,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen3/Prob045_alu_sample9_C-F/code.sv
classic_revolution,T45 Classic,Prob045_alu,9c0e96e9-3f37-4347-b7bb-f008392d0568,3,M-S,0.40741826007,1712,0.000947,0,0.230561797753,0.991692982456,0,area;power,true,true,true,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen3/Prob045_alu_sample10_M-S/code.sv
classic_revolution,T45 Classic,Prob045_alu,259c80f9-cf22-4148-92a1-68ae0e4f64d4,3,C-F,0.36825711282,1971,0.00107,0,0.114157303371,0.990614035088,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t45_t11_runtime_top4_graph_20260622_172949_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen3/Prob045_alu_sample11_C-F/code.sv
