method,method_label,problem,candidate_id,generation,strategy,score,area,power,eff_clk_period,g_A,g_P,g_T,active_objectives,is_area_power_front,is_active_objective_front,is_pooled_area_power_front,code_file_path
classic_revolution,T42 Classic,Prob045_alu,2c65cb51-fc5b-4b38-8f77-e7dc391d635b,0,initial,0.384195742164,1865,0.00105,0,0.161797752809,0.990789473684,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t42_initial_sparse_yield_gate_qd_20260622_093940_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample1_initial/code.sv
classic_revolution,T42 Classic,Prob045_alu,bea0fac5-a0fc-450b-9091-a0ee6653c382,0,initial,0.382609895525,1875,0.00108,0,0.157303370787,0.990526315789,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t42_initial_sparse_yield_gate_qd_20260622_093940_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample2_initial/code.sv
classic_revolution,T42 Classic,Prob045_alu,be2784bc-fd19-4585-a3ca-342cbbf1446a,0,initial,0.387550101846,1843,0.00103,0,0.171685393258,0.990964912281,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t42_initial_sparse_yield_gate_qd_20260622_093940_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample5_initial/code.sv
classic_revolution,T42 Classic,Prob045_alu,11d9cbfb-f505-41cd-bd0f-6f6c1e6082ab,0,initial,0.371615086405,1948,0.0011,0,0.124494382022,0.990350877193,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t42_initial_sparse_yield_gate_qd_20260622_093940_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen0/Prob045_alu_sample7_initial/code.sv
classic_revolution,T42 Classic,Prob045_alu,bd802ba2-123b-46c5-838b-c878afdae295,1,M-R,0.366938037979,1980,0.00106,0,0.110112359551,0.990701754386,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t42_initial_sparse_yield_gate_qd_20260622_093940_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample5_M-R/code.sv
classic_revolution,T42 Classic,Prob045_alu,a3db1fba-b431-47c6-9365-5f6bb729fcad,1,M-I,0.373288652342,1938,0.00104,0,0.128988764045,0.990877192982,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t42_initial_sparse_yield_gate_qd_20260622_093940_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample6_M-I/code.sv
classic_revolution,T42 Classic,Prob045_alu,308e1844-dc60-42be-938a-5b989bae2b27,1,M-S,0.369514094224,1963,0.00105,0,0.117752808989,0.990789473684,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t42_initial_sparse_yield_gate_qd_20260622_093940_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample9_M-S/code.sv
classic_revolution,T42 Classic,Prob045_alu,9b449212-4e3b-4bc7-9624-e06c5e3bf89f,1,C-F,0.374066955779,1933,0.00103,0,0.131235955056,0.990964912281,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t42_initial_sparse_yield_gate_qd_20260622_093940_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample10_C-F/code.sv
classic_revolution,T42 Classic,Prob045_alu,a1586673-4550-48b6-aade-291ec213bcf6,1,M-E,0.393031079572,1807,0.001,0,0.187865168539,0.991228070175,0,area;power,true,true,false,/workspace/exp/useful_bd_push/t42_initial_sparse_yield_gate_qd_20260622_093940_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample11_M-E/code.sv
classic_revolution,T42 Classic,Prob045_alu,20cda91e-54f0-4ae1-8ba6-cf2f56df3541,1,M-R,0.387214698732,1846,0.000991,0,0.170337078652,0.991307017544,0,area;power,false,false,false,/workspace/exp/useful_bd_push/t42_initial_sparse_yield_gate_qd_20260622_093940_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Gen1/Prob045_alu_sample12_M-R/code.sv
