corpus,method,seed,problem_id,representation,valid_ppa_count,selected_count,baseline_hypervolume,selected_hypervolume,baseline_pareto_size,selected_pareto_size,baseline_best_fitness,selected_best_fitness,unique_canonical_netlists,unique_motif_signatures
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob001_accu,generation_prefix,6,3,0.0,0.0,6,3,-0.1092184196083817,-0.1092184196083817,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob001_accu,random,6,3,0.0,0.0,6,3,-0.1092184196083817,-0.1092184196083817,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob001_accu,fitness_top,6,3,0.0,0.0,6,3,-0.1092184196083817,-0.1092184196083817,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob001_accu,lexical_farthest,6,3,0.0,0.0,6,3,-0.1092184196083817,-0.1092184196083817,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob001_accu,qwen_raw_farthest,6,3,0.0,0.0,6,3,-0.1092184196083817,-0.1092184196083817,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob001_accu,qwen_identifier_farthest,6,3,0.0,0.0,6,3,-0.1092184196083817,-0.1092184196083817,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob002_adder_16bit,generation_prefix,6,3,0.2051142342841318,0.2051142342841318,1,1,0.5998532262531154,0.5998532262531154,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob002_adder_16bit,random,6,3,0.2051142342841318,0.0,1,3,0.5998532262531154,0.34706660204929374,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob002_adder_16bit,fitness_top,6,3,0.2051142342841318,0.2051142342841318,1,1,0.5998532262531154,0.5998532262531154,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob002_adder_16bit,lexical_farthest,6,3,0.2051142342841318,0.2051142342841318,1,1,0.5998532262531154,0.5998532262531154,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob002_adder_16bit,qwen_raw_farthest,6,3,0.2051142342841318,0.2051142342841318,1,1,0.5998532262531154,0.5998532262531154,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob002_adder_16bit,qwen_identifier_farthest,6,3,0.2051142342841318,0.2051142342841318,1,1,0.5998532262531154,0.5998532262531154,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob003_adder_32bit,generation_prefix,6,3,0.27473469923824534,0.24641887750634797,1,1,0.6349336748095613,0.620471499868663,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob003_adder_32bit,random,6,3,0.27473469923824534,0.27473469923824534,1,1,0.6349336748095613,0.6349336748095613,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob003_adder_32bit,fitness_top,6,3,0.27473469923824534,0.27473469923824534,1,1,0.6349336748095613,0.6349336748095613,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob003_adder_32bit,lexical_farthest,6,3,0.27473469923824534,0.27473469923824534,1,1,0.6349336748095613,0.6349336748095613,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob003_adder_32bit,qwen_raw_farthest,6,3,0.27473469923824534,0.27473469923824534,1,1,0.6349336748095613,0.6349336748095613,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob003_adder_32bit,qwen_identifier_farthest,6,3,0.27473469923824534,0.27473469923824534,1,1,0.6349336748095613,0.6349336748095613,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob004_adder_8bit,generation_prefix,6,3,0.04095045500505561,0.04095045500505561,5,3,0.21063845153835042,0.21063845153835042,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob004_adder_8bit,random,6,3,0.04095045500505561,0.04095045500505561,5,3,0.21063845153835042,0.21063845153835042,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob004_adder_8bit,fitness_top,6,3,0.04095045500505561,0.04095045500505561,5,3,0.21063845153835042,0.21063845153835042,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob004_adder_8bit,lexical_farthest,6,3,0.04095045500505561,0.04095045500505561,5,2,0.21063845153835042,0.21063845153835042,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob004_adder_8bit,qwen_raw_farthest,6,3,0.04095045500505561,0.04095045500505561,5,2,0.21063845153835042,0.21063845153835042,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob004_adder_8bit,qwen_identifier_farthest,6,3,0.04095045500505561,0.04095045500505561,5,2,0.21063845153835042,0.21063845153835042,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,generation_prefix,6,3,0.0,0.0,5,2,-0.0,-0.0,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,random,6,3,0.0,0.0,5,3,-0.0,-0.0,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,fitness_top,6,3,0.0,0.0,5,3,-0.0,-0.0,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,lexical_farthest,6,3,0.0,0.0,5,2,-0.0,-0.0,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,qwen_raw_farthest,6,3,0.0,0.0,5,3,-0.0,-0.0,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,qwen_identifier_farthest,6,3,0.0,0.0,5,2,-0.0,-0.0,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob007_comparator_3bit,generation_prefix,6,3,0.0,0.0,1,1,-0.0,-0.0,0,0
aspdac2026_release,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob007_comparator_3bit,random,6,3,0.0,0.0,1,3,-0.0,-0.4868681417521137,0,0
