corpus,corpus_stratum,method,seed,model,benchmark,problem,problem_id,generation,operator,candidate_id,parent_id,rtl_path,netlist_path,log_path,syntax_pass,functionality_pass,synthesis_pass,openroad_pass,valid_ppa,failure_reason,area,power,eff_clk_period,fitness,reference_ppa_json,descriptor_family,descriptor_vector,descriptor_version,descriptor_fitting,projection_fitting_corpus_hash,canonical_netlist_hash,motif_signature_hash,rtl_line_count,rtl_assign_count,rtl_always_count,rtl_case_count,rtl_if_count,rtl_ternary_count,rtl_nonblocking_count,rtl_blocking_count,rtl_add_count,rtl_mul_count,rtl_wire_count,rtl_reg_count,rtl_comment_count,has_rtl,has_netlist,has_ppa,rtl_sha256,normalized_rtl_sha256,motif_vector,style_cluster,pareto_member
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,0,initial,d68314ae-23e8-464f-8760-77c18a310bf3,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample10_initial/code.sv,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample10_initial/code.syn.v,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample10_initial/code_simulation.log,True,True,True,True,True,,248.0,0.0566,0.49,-0.11755287166011123,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,d30b03465884b42082a5ac6b2c23c41c3bda7ad80207a95b1838f6e44d452c62,5f65e01b34409faeaf7daf3aafd13074c199b5313bd05ce201256a9fb4d41792,46.0,0.0,1.0,0.0,3.0,0.0,11.0,2.0,2.0,0.0,6.0,4.0,8.0,True,True,True,3c242cb789b8f624ed2025830b5cf171d5a7859fc86039ce06e3e472c8b45c76,0e12922d8e1caa9c4509875d806b3e4b56f254ea7317e49d0f6331b6923080ab,"{""motif_arith_ratio"": 0.11607142857142858, ""motif_control_ratio"": 0.0625, ""motif_diversity"": 0.5261197238479893, ""motif_logic_ratio"": 0.6160714285714286}",register_sequential,True
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,0,initial,cc9727b1a7a0f926,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample1_initial/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample1_initial/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,41.0,0.0,1.0,0.0,3.0,0.0,9.0,1.0,3.0,0.0,4.0,4.0,8.0,True,False,False,df0fbbd23e173390296e253f7856846e2efff71f3cc40f8cc3cf53fa223fc139,b76b258ca7aac49ca80149a6c2a9a5720eb06c372e8b441c723f3c01e95ca553,,register_sequential,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,0,initial,7eb597a82511a68c,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample2_initial/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample2_initial/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,True,False,False,1d0233396d68c73db0b1573e831671cba83861d28d9e460bd617065aece9d4ee,b9881e4a36aa922b56643daeca6e78424ac376d6147d4562c3d2ef4cd25a5234,,other_structural,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,0,initial,847b122ae1a4f7ce,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample3_initial/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample3_initial/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,True,False,False,a7b80ed0d3dca5e79047bea73daed7629b779d567abaf0f3880ce7bb7ce846f9,183239a94c0daf1bc55f7226b6773e9a769df344f7297fe37d1aa2e03d5e9181,,other_structural,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,0,initial,03518977ce89317a,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample4_initial/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample4_initial/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,00bdd8757737372cc7b150b2c98b8fcc38d8d52a473b5fed15d59422ddeeb212,3a4033c8088aad72e669f5f4c587902e0c222cec24dd29924b382730ea9b0f06,,other_structural,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,0,initial,1e2af6d6fa06375d,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample5_initial/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample5_initial/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,43.0,3.0,1.0,0.0,2.0,0.0,6.0,4.0,2.0,0.0,3.0,4.0,9.0,True,False,False,1b1f9ff851add5a01dfc73d5701fa2cf68173af9269d53374fcc0af776631e92,7099ece5f17cc335dee8b06940eabb3fa2fea5edbdbe46db3371cbf77407ed13,,register_sequential,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,0,initial,eabafec0e812abda,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample6_initial/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample6_initial/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,True,False,False,4570b7b5144eadc2b8c2712e27dc84310e59a7774b4cac615e6131ae5cd5e688,0960d29071eb5e2bc9a552c77bb9a204b2190e6338c87fd848e1444c1df0fb0f,,other_structural,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,0,initial,fff797c5807a5de3,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample7_initial/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample7_initial/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,341a360665c5a417d81814b046ca078c16d2c94c9409ba34cb403ab93726b159,d916e481effd348ea14cadd8aa7f2f32b899ea21484765beda73f138d80a7e4e,,other_structural,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,0,initial,16e3e4bc5a2e881d,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample8_initial/code.sv,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample8_initial/code_simulation.log,False,False,False,False,False,format_or_syntax,,,,,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,,,41.0,0.0,1.0,0.0,4.0,0.0,9.0,0.0,3.0,0.0,0.0,4.0,7.0,True,False,False,c15e0f0acd79901567bf2e866cdd976102bd14a516ffa2676ec85fc98678711e,1061aa6782cb3f1fdc249bace09bb31f8ee341fa8123d9e1d2e44368db730444,,register_sequential,False
rtllm_gen20,partially_paired,classic_revolution,0,/models/openai-gpt-oss-120b,RTLLM,Prob001_accu,RTLLM/Prob001_accu,0,initial,5aa56c67-25dc-4d2d-b61f-6be20024fbf7,,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample9_initial/code.sv,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample9_initial/code.syn.v,/aux/revolution-history/exp/ablation_pop10_gen20_20260212_115506/revolution/_models_openai-gpt-oss-120b/RTLLM/Prob001_accu/Gen0/Prob001_accu_sample9_initial/code_simulation.log,True,True,True,True,True,,245.0,0.057,0.49,-0.11516627241487327,"{""area"": 191.0, ""eff_clk_period"": 0.58, ""power"": 0.0468, ""tns"": -5.02, ""wns"": -0.57}",lexical_structural_posthoc,,rtl_diversity_v1_intrinsic,intrinsic,,129e480d684cd73d4aadf0d663b3adf04323b3789a1b3530d4d0075d8fc971bd,993f642f789dfeeb065dcda5e13e6ac6610abb4cf1d5de96a7917c405b605238,42.0,0.0,1.0,0.0,3.0,0.0,11.0,0.0,3.0,0.0,0.0,4.0,11.0,True,True,True,cf361d32e2ae1334a9545bb1eae8049d275fd92c97fee30a209f415a3f32176d,e71455c2cab935840c9ef379c5040167f0d9d872691d1c154effb0220418b63e,"{""motif_arith_ratio"": 0.11818181818181818, ""motif_control_ratio"": 0.07272727272727272, ""motif_diversity"": 0.5164816679630698, ""motif_logic_ratio"": 0.6}",register_sequential,False
